openalex_id,doi,pmid,title,publication_year,abstract,abstract_chars,abstract_source,abstract_word_count,concepts,topics,mesh_headings,mesh_species
https://openalex.org/W2900083840,https://doi.org/10.1113/ep087351,30398289,Low‐level transcutaneous vagus nerve stimulation attenuates cardiac remodelling in a rat model of heart failure with preserved ejection fraction,2018,"NEW FINDINGS: What is the central question of this study? What is the effect of chronic intermittent low-level transcutaneous vagus nerve stimulation on cardiac inflammation, fibrosis and diastolic dysfunction in a rat model of heart failure with preserved ejection fraction? What is the main finding and its importance? In salt-sensitive rats fed with high salt diet, low-level transcutaneous vagus nerve stimulation significantly attenuated blood pressure elevation, ameliorated diastolic function, and attenuated left ventricular inflammation and fibrosis compared to the sham group. Further studies to examine the efficacy of this novel treatment in humans are warranted. ABSTRACT: Inflammation and fibrosis play a central role in the development of heart failure with preserved ejection fraction (HFpEF). We previously showed that low-level, transcutaneous stimulation of the vagus nerve at the tragus (LLTS) is anti-inflammatory. We investigated the effect of chronic intermittent LLTS on cardiac inflammation, fibrosis and diastolic dysfunction in a rat model of HFpEF. Dahl salt-sensitive (DS) rats were randomized in three groups: low salt (LS, 0.3% NaCl; n = 12; control group without stimulation) and high salt (HS, 4% NaCl) with either active (n = 18) or sham (n = 18) LLTS at 7 weeks of age. After 6 weeks of diet (baseline), sham or active LLTS (20 Hz, 2 mA, 0.2 ms) was implemented for 30 min daily for 4 weeks. Echocardiography was performed at baseline and 4 weeks after treatment (endpoint). At endpoint, left ventricle (LV) histology and gene expression were examined. After 6 weeks of diets, HS rats developed hypertension and LV hypertrophy compared to LS rats. At endpoint, LLTS significantly attenuated blood pressure elevation, prevented the deterioration of diastolic function and improved LV circumferential strain, compared to the HS sham group. LV inflammatory cell infiltration and fibrosis were attenuated in the HS active compared to the HS sham group. Pro-inflammatory and pro-fibrotic genes (tumour necrosis factor, osteopontin, interleukin (IL)-11, IL-18 and IL-23A) were differentially altered in the two groups. Chronic intermittent LLTS ameliorates diastolic dysfunction, and attenuates cardiac inflammation and fibrosis in a rat model of HFpEF, suggesting that LLTS may be used clinically as a novel non-invasive neuromodulation therapy in HFpEF.",2384,pubmed,355,Medicine:0.8386; Ejection fraction:0.7857; Heart failure:0.7527; Vagus nerve stimulation:0.6924; Ventricle:0.6635; Internal medicine:0.6608; Diastole:0.6061; Cardiology:0.5967; Fibrosis:0.5814; Cardiac fibrosis:0.5648; Stimulation:0.5451; Inflammation:0.4524; Cardiac function curve:0.4165; Vagus nerve:0.3786; Anesthesia:0.355; Endocrinology:0.3312; Blood pressure:0.3114,Vagus Nerve Stimulation Research:0.9837; Cardiac Fibrosis and Remodeling:0.0031; Heart Rate Variability and Autonomic Control:0.0025,"Animals; Heart Failure; Heart Ventricles; Hypertension; Male; Rats, Inbred Dahl; Rats, Sprague-Dawley; Sodium Chloride, Dietary; Stroke Volume; Vagus Nerve; Vagus Nerve Stimulation; Ventricular Function, Left","Rats, Inbred Dahl; Rats, Sprague-Dawley"
https://openalex.org/W4283389872,https://doi.org/10.1016/j.jacbts.2021.12.009,36061340,Clinical Phenotypes of Heart Failure With Preserved Ejection Fraction to Select Preclinical Animal Models,2022,"At least one-half of the growing heart failure population consists of heart failure with preserved ejection fraction (HFpEF). The limited therapeutic options, the complexity of the syndrome, and many related comorbidities emphasize the need for adequate experimental animal models to study the etiology of HFpEF, as well as its comorbidities and pathophysiological changes. The strengths and weaknesses of available animal models have been reviewed extensively with the general consensus that a ""1-size-fits-all"" model does not exist, because no uniform HFpEF patient exists. In fact, HFpEF patients have been categorized into HFpEF phenogroups based on comorbidities and symptoms. In this review, we therefore study which animal model is best suited to study the different phenogroups-to improve model selection and refinement of animal research. Based on the published data, we extrapolated human HFpEF phenogroups into 3 animal phenogroups (containing small and large animals) based on reports and definitions of the authors: animal models with high (cardiac) age (phenogroup aging); animal models focusing on hypertension and kidney dysfunction (phenogroup hypertension/kidney failure); and models with hypertension, obesity, and type 2 diabetes mellitus (phenogroup cardiometabolic syndrome). We subsequently evaluated characteristics of HFpEF, such as left ventricular diastolic dysfunction parameters, systemic inflammation, cardiac fibrosis, and sex-specificity in the different models. Finally, we scored these parameters concluded how to best apply these models. Based on our findings, we propose an easy-to-use classification for future animal research based on clinical phenogroups of interest.",1706,pubmed,235,Heart failure with preserved ejection fraction:0.863; Medicine:0.8058; Heart failure:0.7288; Population:0.5453; Ejection fraction:0.5284; Cardiology:0.4996; Diabetes mellitus:0.498; Diastole:0.4817; Internal medicine:0.4724; Intensive care medicine:0.3682; Blood pressure:0.1679; Endocrinology:0.0707; Environmental health:0,Cardiovascular Function and Risk Factors:0.9997; Heart Failure Treatment and Management:0.9989; Cardiac electrophysiology and arrhythmias:0.9827,,
https://openalex.org/W2890884752,https://doi.org/10.1152/ajpheart.00024.2018,30239232,Targeted HFpEF therapy based on matchmaking of human and animal models,2018,"The diversity in clinical phenotypes and poor understanding of the underlying pathophysiology of heart failure with preserved ejection fraction (HFpEF) is the main reason why no effective treatments have been found yet. Targeted, instead of one size fits all, treatment seems the only promising approach for treating HFpEF. To be able to design a targeted, phenotype-specific HFpEF treatment, the matrix relating clinical phenotypes and underlying pathophysiological mechanisms has to be clarified. This review discusses the opportunities for additional evaluation of the underlying pathophysiological processes, e.g., to evaluate biological phenotypes on top of clinical routine, to guide us toward a phenotype-specific HFpEF treatment. Moreover, a translational approach with matchmaking of animal models to biological HFpEF phenotypes will be a valuable step to test the effectiveness of novel, targeted interventions in HFpEF. Listen to this article's corresponding podcast at https://ajpheart.podbean.com/e/personalized-medicine-in-hfpef/ .",1045,pubmed,139,Computational biology:0.4001; Computer science:0.3925; Medicine:0.3783; Biology:0.1758,Cardiovascular Function and Risk Factors:0.9996; Cardiac Imaging and Diagnostics:0.9927; Hyperglycemia and glycemic control in critically ill and hospitalized patients:0.9909,"Animals; Disease Models, Animal; Heart Failure; Humans; Stroke Volume; Translational Research, Biomedical",Humans
https://openalex.org/W4306153819,https://doi.org/10.1186/s12916-022-02546-3,36229816,Non-invasive assessment of HFpEF in mouse models: current gaps and future directions,2022,"BACKGROUND: Heart failure (HF) with preserved ejection fraction (HFpEF) prevalence is increasing, and large clinical trials have failed to reduce mortality. A major reason for this outcome is the failure to translate results from basic research to the clinics. Evaluation of HFpEF in mouse models requires assessing three major key features defining this complex syndrome: the presence of a preserved left ventricular ejection fraction (LVEF), diastolic dysfunction, and the development of HF. In addition, HFpEF is associated with multiple comorbidities such as systemic arterial hypertension, chronic obstructive pulmonary disease, sleep apnea, diabetes, and obesity; thus, non-cardiac disorders assessment is crucial for a complete phenotype characterization. Non-invasive procedures present unquestionable advantages to maintain animal welfare and enable longitudinal analyses. However, unequivocally determining the presence of HFpEF using these methods remains challenging. MAIN TEXT: Transthoracic echocardiography (TTE) represents an invaluable tool in HFpEF diagnosis, allowing evaluation of LVEF, diastolic dysfunction, and lung congestion in mice. Since conventional parameters used to evaluate an abnormal diastole like E/A ratio, isovolumic relaxation time, and E/e' may pose limitations in mice, including advanced TTE techniques to characterize cardiac motion, including an assessment under stress, will improve diagnosis. Patients with HFpEF also show electrical cardiac remodelling and therefore electrocardiography may add valuable information in mouse models to assess chronotropic incompetence and sinoatrial node dysfunction, which are major contributors to exercise intolerance. To complete the non-invasive diagnosis of HF, low aerobic exercise capacity and fatigue using exercise tests, impaired oxygen exchange using metabolic cages, and determination of blood biomarkers can be determined. Finally, since HFpEF patients commonly present non-cardiac pathological conditions, acquisition of systemic and pulmonary arterial pressures, blood glucose levels, and performing glucose tolerance and insulin resistance tests are required for a complete phenotyping. CONCLUSION: Identification of reliable models of HFpEF in mice by using proper diagnosis tools is necessary to translate basic research results to the clinics. Determining the presence of several HFpEF indicators and a higher number of abnormal parameters will lead to more reliable evidence of HFpEF.",2484,pubmed,333,Medicine:0.9306; Current (fluid):0.5012; Electrical engineering:0; Engineering:0,Cardiovascular Function and Risk Factors:0.9344; Cardiac Fibrosis and Remodeling:0.0149; Congenital heart defects research:0.0105,"Animals; Biomarkers; Blood Glucose; Heart Failure; Mice; Oxygen; Stroke Volume; Ventricular Function, Left",Mice
https://openalex.org/W3115222588,https://doi.org/10.1113/jp280899,33347612,"Abnormal skeletal muscle blood flow, contractile mechanics and fibre morphology in a rat model of obese‐HFpEF",2020,"KEY POINTS: Heart failure is characterised by limb and respiratory muscle impairments that limit functional capacity and quality of life. However, compared with heart failure with reduced ejection fraction (HFrEF), skeletal muscle alterations induced by heart failure with preserved ejection fraction (HFpEF) remain poorly explored. Here we report that obese-HFpEF induces multiple skeletal muscle alterations in the rat hindlimb, including impaired muscle mechanics related to shortening velocity, fibre atrophy, capillary loss, and an impaired blood flow response to contractions that implies a perfusive oxygen delivery limitation. We also demonstrate that obese-HFpEF is characterised by diaphragmatic alterations similar to those caused by denervation - atrophy in Type IIb/IIx (fast/glycolytic) fibres and hypertrophy in Type I (slow/oxidative) fibres. These findings extend current knowledge in HFpEF skeletal muscle physiology, potentially underlying exercise intolerance, which may facilitate future therapeutic approaches. ABSTRACT: Peripheral skeletal muscle and vascular alterations induced by heart failure with preserved ejection fraction (HFpEF) remain poorly identified, with limited therapeutic targets. This study used a cardiometabolic obese-HFpEF rat model to comprehensively phenotype skeletal muscle mechanics, blood flow, microvasculature and fibre atrophy. Lean (n = 8) and obese-HFpEF (n = 8) ZSF1 rats were compared. Skeletal muscles (soleus and diaphragm) were assessed for in vitro contractility (isometric and isotonic properties) alongside indices of fibre-type cross-sectional area, myosin isoform, and capillarity, and estimated muscle PO2 . In situ extensor digitorum longus (EDL) contractility and femoral blood flow were assessed. HFpEF soleus demonstrated lower absolute maximal force by 22%, fibre atrophy by 24%, a fibre-type shift from I to IIa, and a 17% lower capillary-to-fibre ratio despite increased capillary density (all P < 0.05) with preserved muscle PO2 (P = 0.115) and isometric specific force (P > 0.05). Soleus isotonic properties (shortening velocity and power) were impaired by up to 17 and 22%, respectively (P < 0.05), while the magnitude of the exercise hyperaemia was attenuated by 73% (P = 0.012) in line with higher muscle fatigue by 26% (P = 0.079). Diaphragm alterations (P < 0.05) included Type IIx fibre atrophy despite Type I/IIa fibre hypertrophy, with increased indices of capillarity alongside preserved contractile properties during isometric, isotonic, and cyclical contractions. In conclusion, obese-HFpEF rats demonstrated blunted skeletal muscle blood flow during contractions in parallel to microvascular structural remodelling, fibre atrophy, and isotonic contractile dysfunction in the locomotor muscles. In contrast, diaphragm phenotype remained well preserved. This study identifies numerous muscle-specific impairments that could exacerbate exercise intolerance in obese-HFpEF.",2956,pubmed,405,Blood flow:0.5457; Skeletal muscle:0.5066; Morphology (biology):0.4977; Internal medicine:0.4667; Cardiology:0.4587; Medicine:0.3757; Anatomy:0.3344; Mechanics:0.3251; Biology:0.247; Physics:0.1407; Genetics:0,Cardiovascular Function and Risk Factors:0.9999; Cardiovascular and exercise physiology:0.9963; Adipose Tissue and Metabolism:0.9958,"Animals; Heart Failure; Muscle Contraction; Muscle, Skeletal; Obesity; Quality of Life; Rats; Stroke Volume",Rats
https://openalex.org/W3020716964,https://doi.org/10.1016/j.ajpath.2020.04.006,32343958,Mouse Models of Heart Failure with Preserved or Reduced Ejection Fraction,2020,"Heart failure (HF) is a chronic, complex condition with increasing incidence worldwide, necessitating the development of novel therapeutic strategies. This has led to the current clinical strategies, which only treat symptoms of HF without addressing the underlying causes. Multiple animal models have been developed in an attempt to recreate the chronic HF phenotype that arises following a variety of myocardial injuries. Although significant strides have been made in HF research, an understanding of more specific mechanisms will require distinguishing models that resemble HF with preserved ejection fraction (HFpEF) from those with reduced ejection fraction (HFrEF). Therefore, current mouse models of HF need to be re-assessed to determine which of them most closely recapitulate the specific etiology of HF being studied. This will allow for the development of therapies targeted specifically at HFpEF or HFrEF. This review will summarize the commonly used mouse models of HF and discuss which aspect of human HF each model replicates, focusing on whether HFpEF or HFrEF is induced, to allow better investigation into pathophysiological mechanisms and treatment strategies.",1181,pubmed,173,Heart failure:0.702; Ejection fraction:0.6501; Cardiology:0.4896; Medicine:0.4889; Fraction (chemistry):0.4453; Internal medicine:0.4228; Pathology:0.3588; Biology:0.3336; Chemistry:0.1956; Organic chemistry:0,Cardiovascular Function and Risk Factors:0.9997; Heart Failure Treatment and Management:0.999; Cardiac Ischemia and Reperfusion:0.998,"Animals; Disease Models, Animal; Heart Failure; Mice; Stroke Volume; Ventricular Dysfunction, Left",Mice
https://openalex.org/W2326230731,https://doi.org/10.1161/circheartfailure.115.002760,27056881,Distinct Endothelial Cell Responses in the Heart and Kidney Microvasculature Characterize the Progression of Heart Failure With Preserved Ejection Fraction in the Obese ZSF1 Rat With Cardiorenal Metabolic Syndrome,2016,"BACKGROUND: The combination of cardiac and renal disease driven by metabolic risk factors, referred to as cardiorenal metabolic syndrome (CRMS), is increasingly recognized as a critical pathological entity. The contribution of (micro)vascular injury to CRMS is considered to be substantial. However, mechanistic studies are hampered by lack of in vivo models that mimic the natural onset of the disease. Here, we evaluated the coronary and renal microvasculature during CRMS development in obese diabetic Zucker fatty/Spontaneously hypertensive heart failure F1 hybrid (ZSF1) rats. METHODS AND RESULTS: Echocardiographic, urine, and blood evaluations were conducted in 3 groups (Wistar-Kyoto, lean ZSF1, and obese ZSF1) at 20 and 25 weeks of age. Immunohistological evaluation of renal and cardiac tissues was conducted at both time points. At 20 and 25 weeks, obese ZSF1 rats showed higher body weight, significant left ventricular hypertrophy, and impaired diastolic function compared with all other groups. Indices of systolic function did not differ between groups. Obese ZSF1 rats developed hyperproliferative vascular foci in the subendocardium, which lacked microvascular organization and were predilection sites of inflammation and fibrosis. In the kidney, obese ZSF1 animals showed regression of the peritubular and glomerular microvasculature, accompanied by tubulointerstitial damage, glomerulosclerosis, and proteinuria. CONCLUSIONS: The obese ZSF1 rat strain is a suitable in vivo model for CRMS, sharing characteristics with the human syndrome during the earliest onset of disease. In these rats, CRMS induces microvascular fibrotic responses in heart and kidneys, associated with functional impairment of both organs.",1732,pubmed,243,Cardiorenal syndrome:0.9256; Ejection fraction:0.7629; Heart failure:0.76; Internal medicine:0.7027; Cardiology:0.676; Metabolic syndrome:0.6098; Medicine:0.5763; Heart failure with preserved ejection fraction:0.5316; Kidney:0.4732; Obesity:0.2653,Cardiovascular Function and Risk Factors:0.3311; Chronic Kidney Disease and Diabetes:0.2929; Nitric Oxide and Endothelin Effects:0.1345,"Animals; Cardio-Renal Syndrome; Cell Proliferation; Coronary Vessels; Disease Models, Animal; Disease Progression; Endothelial Cells; Fibrosis; Glomerulonephritis; Heart Failure; Hypertrophy, Left Ventricular; Kidney; Male; Metabolic Syndrome; Microvessels; Proteinuria; Rats, Inbred WKY; Rats, Zucker; Stroke Volume; Time Factors; Vascular Remodeling; Ventricular Function, Left; Ventricular Remodeling","Rats, Inbred WKY; Rats, Zucker"
https://openalex.org/W3150884729,https://doi.org/10.3390/ijms22073570,33808232,Sacubitril/Valsartan Improves Diastolic Function But Not Skeletal Muscle Function in a Rat Model of HFpEF,2021,"The angiotensin receptor/neprilysin inhibitor Sacubitril/Valsartan (Sac/Val) has been shown to be beneficial in patients suffering from heart failure with reduced ejection fraction (HFrEF). However, the impact of Sac/Val in patients presenting with heart failure with preserved ejection fraction (HFpEF) is not yet clearly resolved. The present study aimed to reveal the influence of the drug on the functionality of the myocardium, the skeletal muscle, and the vasculature in a rat model of HFpEF. Female obese ZSF-1 rats received Sac/Val as a daily oral gavage for 12 weeks. Left ventricle (LV) function was assessed every four weeks using echocardiography. Prior to organ removal, invasive hemodynamic measurements were performed in both ventricles. Vascular function of the carotid artery and skeletal muscle function were monitored. Sac/Val treatment reduced E/é ratios, left ventricular end diastolic pressure (LVEDP) and myocardial stiffness as well as myocardial fibrosis and heart weight compared to the obese control group. Sac/Val slightly improved endothelial function in the carotid artery but had no impact on skeletal muscle function. Our results demonstrate striking effects of Sac/Val on the myocardial structure and function in a rat model of HFpEF. While vasodilation was slightly improved, functionality of the skeletal muscle remained unaffected.",1367,pubmed,198,Heart failure with preserved ejection fraction:0.8157; Internal medicine:0.7728; Cardiology:0.7658; Medicine:0.7552; Valsartan:0.7211; Heart failure:0.6715; Ejection fraction:0.6595; Preload:0.6097; Sacubitril:0.5393; Skeletal muscle:0.5105; Ventricle:0.4902; Neprilysin:0.4226; Blood pressure:0.3805; Hemodynamics:0.3758; Biochemistry:0; Enzyme:0; Chemistry:0,Cardiovascular Function and Risk Factors:0.9999; Heart Failure Treatment and Management:0.9913; Cardiomyopathy and Myosin Studies:0.9899,"Aminobutyrates; Angiotensin Receptor Antagonists; Animals; Biphenyl Compounds; Connectin; Cyclic GMP; Diastole; Disease Models, Animal; Drug Combinations; Electrocardiography; Female; Fibrosis; Glycated Hemoglobin; Heart Failure; Muscle, Skeletal; Muscular Atrophy; Natriuretic Peptide, Brain; Peptide Fragments; Phosphorylation; Rats, Mutant Strains; Valsartan; Ventricular Function, Left; Rats","Rats, Mutant Strains; Rats"
https://openalex.org/W2581315704,https://doi.org/10.1165/rcmb.2016-0177oc,28118022,"Development of a Mouse Model of Metabolic Syndrome, Pulmonary Hypertension, and Heart Failure with Preserved Ejection Fraction",2017,"Pulmonary hypertension (PH) associated with heart failure with preserved ejection fraction (PH-HFpEF; World Health Organization Group II) secondary to left ventricular (LV) diastolic dysfunction is the most frequent cause of PH. It is an increasingly recognized clinical complication of the metabolic syndrome. To date, no effective treatment has been identified, and no genetically modifiable mouse model is available for advancing our understanding for PH-HFpEF. To develop a mouse model of PH-HFpEF, we exposed 36 mouse strains to 20 weeks of high-fat diet (HFD), followed by systematic evaluation of right ventricular (RV) and LV pressure-volume analysis. The HFD induces obesity, glucose intolerance, insulin resistance, hyperlipidemia, as well as PH, in susceptible strains. We observed that certain mouse strains, such as AKR/J, NON/shiLtJ, and WSB/EiJ, developed hemodynamic signs of PH-HFpEF. Of the strains that develop PH-HFpEF, we selected AKR/J for further model validation, as it is known to be prone to HFD-induced metabolic syndrome and had low variability in hemodynamics. HFD-treated AKR/J mice demonstrate reproducibly higher RV systolic pressure compared with mice fed with regular diet, along with increased LV end-diastolic pressure, both RV and LV hypertrophy, glucose intolerance, and elevated HbA1c levels. Time course assessments showed that HFD significantly increased body weight, RV systolic pressure, LV end-diastolic pressure, biventricular hypertrophy, and HbA1c throughout the treatment period. Moreover, we also identified and validated 129S1/SvlmJ as a resistant mouse strain to HFD-induced PH-HFpEF. These studies validate an HFD/AKR/J mouse model of PH-HFpEF, which may offer a new avenue for testing potential mechanisms and treatments for this disease.",1791,pubmed,254,Heart failure:0.7349; Ejection fraction:0.7189; Pulmonary hypertension:0.6828; Cardiology:0.6821; Internal medicine:0.6177; Heart failure with preserved ejection fraction:0.6109; Medicine:0.5407; Metabolic syndrome:0.4513; Obesity:0.1763,Cardiovascular Function and Risk Factors:0.9997; Pulmonary Hypertension Research and Treatments:0.9996; Heart Failure Treatment and Management:0.9967,"Animals; Blood Pressure; Diastole; Diet, High-Fat; Disease Models, Animal; Disease Progression; Heart Failure; Hypertension, Pulmonary; Metabolic Syndrome; Mice; Mice, Inbred AKR; Reproducibility of Results; Stroke Volume; Systole","Mice; Mice, Inbred AKR"
https://openalex.org/W2955438380,https://doi.org/10.1161/circheartfailure.118.005596,31525070,Arterial Remodeling and Dysfunction in the ZSF1 Rat Model of Heart Failure With Preserved Ejection Fraction,2019,"BACKGROUND: The interplay between the stiffened heart and vessels has long been viewed as a core mechanism in heart failure with preserved ejection fraction, but the incremental vascular molecular remodeling mechanisms from systemic arterial hypertension to heart failure with preserved ejection fraction remain poorly investigated. Our aim was to characterize central arterial remodeling and dysfunction in ZSF1 obese rats and to compare it with hypertensive ZSF1 lean and healthy Wistar-Kyoto controls. METHODS AND RESULTS: Twenty-week-old male ZSF1 obese (n=9), lean (n=9), and Wistar-Kyoto rats (n=9) underwent left ventricular pressure-volume loop evaluation and synchronous acquisition of ascending aortic flow and pressure. Aortic rings underwent functional evaluation, histology, and molecular biology studies. Although mean arterial pressure, characteristic aortic impedance, and reactivity to phenylephrine were similarly increased in hypertensive ZSF1 lean and obese, only ZSF1 obese showed impaired relaxation and upward-shifted end-diastolic pressure-volume relationships despite preserved systolic function indexes, denoting heart failure with preserved ejection fraction. ZSF1 obese phenotype further showed decreased aortic compliance, increased wave reflection, and impaired direct NO donor and endothelial-mediated vasodilation which were accompanied on structural and molecular grounds by aortic media thickening, higher collagen content and collagen/elastin ratio, increased fibronectin and α-5 integrin protein expression and upregulated TGF (transforming growth factor)-β and CTGF (connective tissue growth factor) levels. CONCLUSIONS: Functional, molecular, and structural disturbances of central vessels and their potentially underlying pathways were newly characterized in experimental heart failure with preserved ejection fraction rendering the ZSF1 obese rat model suitable for preclinical testing.",1926,pubmed,245,Medicine:0.8801; Heart failure:0.7798; Ejection fraction:0.7574; Cardiology:0.6979; Internal medicine:0.629; Ventricular remodeling:0.5738; Stroke volume:0.4258,Cardiac Fibrosis and Remodeling:0.6188; Cardiovascular Function and Risk Factors:0.1706; Cardiovascular Health and Disease Prevention:0.0868,"Animals; Aorta; Heart Failure; Heart Ventricles; Hypertension; Male; Obesity; Rats, Inbred WKY; Stroke Volume; Vascular Remodeling; Ventricular Function, Left","Rats, Inbred WKY"
https://openalex.org/W2781007923,https://doi.org/10.1016/j.jacbts.2017.07.013,29333506,Murine Models of Heart Failure With Preserved Ejection Fraction,2017,"Heart failure with preserved ejection fraction (HFpEF) is characterized by signs and symptoms of HF in the presence of a normal left ventricular (LV) ejection fraction (EF). Despite accounting for up to 50% of all clinical presentations of HF, the mechanisms implicated in HFpEF are poorly understood, thus precluding effective therapy. The pathophysiological heterogeneity in the HFpEF phenotype also contributes to this disease and likely to the absence of evidence-based therapies. Limited access to human samples and imperfect animal models that completely recapitulate the human HFpEF phenotype have impeded our understanding of the mechanistic underpinnings that exist in this disease. Aging and comorbidities such as atrial fibrillation, hypertension, diabetes and obesity, pulmonary hypertension and renal dysfunction are highly associated with HFpEF. Yet, the relationship and contribution between them remains ill-defined. This review discusses some of the distinctive clinical features of HFpEF in association with these comorbidities and highlights the advantages and disadvantage of commonly used murine models, used to study the HFpEF phenotype.",1159,pubmed,163,Heart failure with preserved ejection fraction:0.9357; Medicine:0.8264; Heart failure:0.8262; Cardiology:0.7037; Internal medicine:0.6592; Ejection fraction:0.6257; Atrial fibrillation:0.6169; Pulmonary hypertension:0.5516; Disease:0.5361; Diabetes mellitus:0.4459; Endocrinology:0.1002,Cardiovascular Function and Risk Factors:0.9997; Heart Failure Treatment and Management:0.9995; Diabetes Treatment and Management:0.9945,,
https://openalex.org/W4294300847,https://doi.org/10.1152/ajpheart.00374.2022,36053749,Sex-specific responses to slow progressive pressure overload in a large animal model of HFpEF,2022,"Approximately 50% of all heart failure (HF) diagnoses can be classified as HF with preserved ejection fraction (HFpEF). HFpEF is more prevalent in females compared with males, but the underlying mechanisms are unknown. We previously showed that pressure overload (PO) in male felines induces a cardiopulmonary phenotype with essential features of human HFpEF. The goal of this study was to determine if slow progressive PO induces distinct cardiopulmonary phenotypes in females and males in the absence of other pathological stressors. Female and male felines underwent aortic constriction (banding) or sham surgery after baseline echocardiography, pulmonary function testing, and blood sampling. These assessments were repeated at 2 and 4 mo postsurgery to document the effects of slow progressive pressure overload. At 4 mo, invasive hemodynamic studies were also performed. Left ventricle (LV) tissue was collected for histology, myofibril mechanics, extracellular matrix (ECM) mass spectrometry, and single-nucleus RNA sequencing (snRNAseq). The induced pressure overload (PO) was not different between sexes. PO also induced comparable changes in LV wall thickness and myocyte cross-sectional area in both sexes. Both sexes had preserved ejection fraction, but males had a slightly more robust phenotype in hemodynamic and pulmonary parameters. There was no difference in LV fibrosis and ECM composition between banded male and female animals. LV snRNAseq revealed changes in gene programs of individual cell types unique to males and females after PO. Based on these results, both sexes develop cardiopulmonary dysfunction but the phenotype is somewhat less advanced in females.NEW & NOTEWORTHY We performed a comprehensive assessment to evaluate the effects of slow progressive pressure overload on cardiopulmonary function in a large animal model of heart failure with preserved ejection fraction (HFpEF) in males and females. Functional and structural assessments were performed at the organ, tissue, cellular, protein, and transcriptional levels. This is the first study to compare snRNAseq and ECM mass spectrometry of HFpEF myocardium from males and females. The results broaden our understanding of the pathophysiological response of both sexes to pressure overload. Both sexes developed a robust cardiopulmonary phenotype, but the phenotype was equal or a bit less robust in females.",2397,pubmed,349,Pressure overload:0.8797; Heart failure with preserved ejection fraction:0.8002; Cardiology:0.6237; Internal medicine:0.6146; Medicine:0.5779; Phenotype:0.5219; Heart failure:0.5202; Pathophysiology:0.459; Ejection fraction:0.335; Biology:0.2182; Cardiac hypertrophy:0.1097; Genetics:0.0815; Gene:0,Cardiovascular Function and Risk Factors:0.998; Fuel Cells and Related Materials:0.9938; Cardiomyopathy and Myosin Studies:0.9887,"Animals; Cats; Disease Models, Animal; Female; Heart Failure; Heart Ventricles; Humans; Male; Stroke Volume; Ventricular Function, Left",Cats; Humans
https://openalex.org/W4392763283,https://doi.org/10.3390/cells13060502,38534346,Leucine Supplementation Prevents the Development of Skeletal Muscle Dysfunction in a Rat Model of HFpEF,2024,"Heart failure with preserved ejection fraction (HFpEF) is associated with exercise intolerance due to alterations in the skeletal muscle (SKM). Leucine supplementation is known to alter the anabolic/catabolic balance and to improve mitochondrial function. Thus, we investigated the effect of leucine supplementation in both a primary and a secondary prevention approach on SKM function and factors modulating muscle function in an established HFpEF rat model. Female ZSF1 obese rats were randomized to an untreated, a primary prevention, and a secondary prevention group. For primary prevention, leucine supplementation was started before the onset of HFpEF (8 weeks of age) and for secondary prevention, leucine supplementation was started after the onset of HFpEF (20 weeks of age). SKM function was assessed at an age of 32 weeks, and SKM tissue was collected for the assessment of mitochondrial function and histological and molecular analyses. Leucine supplementation prevented the development of SKM dysfunction whereas it could not reverse it. In the primary prevention group, mitochondrial function improved and higher expressions of mitofilin, Mfn-2, Fis1, and miCK were evident in SKM. The expression of UCP3 was reduced whereas the mitochondrial content and markers for catabolism (MuRF1, MAFBx), muscle cross-sectional area, and SKM mass did not change. Our data show that leucine supplementation prevented the development of skeletal muscle dysfunction in a rat model of HFpEF, which may be mediated by improving mitochondrial function through modulating energy transfer.",1584,pubmed,232,Exercise intolerance:0.7303; Skeletal muscle:0.7146; Sarcopenia:0.6926; Heart failure with preserved ejection fraction:0.6701; Leucine:0.6572; Internal medicine:0.6187; Medicine:0.6151; Endocrinology:0.5817; Mitochondrion:0.5323; Cardiology:0.444; Ejection fraction:0.4201; Myostatin:0.4105; Heart failure:0.33; Biology:0.2502; Biochemistry:0.185; Amino acid:0.1483,Muscle metabolism and nutrition:0.9996; Adipose Tissue and Metabolism:0.997; Cardiovascular and exercise physiology:0.9944,"Animals; Female; Rats; Dietary Supplements; Heart Failure; Leucine; Muscle, Skeletal; Stroke Volume",Rats
